Województwo,Powiat,Gmina,Miejscowość,Ulica (jeśli dotyczy),Typ punktu/Kategoria obszaru,WGS84 X,WGS84 Y,Parametr pomiaru,Data pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Wartość maksymalna (Emax) [V/m],Niepewność pomiaru  [V/m],Wartość wskaźnika poziomu emisji pól elektromagnetycznych WME (z obliczeń)
WOJ. PODKARPACKIE,Powiat łańcucki,Czarna,Czarna,,Gminy wiejskie,22.185703,50.095231,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,0.96,0.59,1.25,0.77,0.07
WOJ. PODKARPACKIE,Powiat mielecki,Mielec,Podleszany,,Gminy wiejskie,21.411364,50.273208,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-13,"<0,3",,0.69,0.43,0.04
WOJ. PODKARPACKIE,Powiat mielecki,Wadowice Górne,Wadowice Górne,,Gminy wiejskie,21.295656,50.263344,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-13,0.52,0.32,0.8,0.5,0.05
WOJ. PODKARPACKIE,Powiat niżański,Jarocin,Zdziary,,Gminy wiejskie,22.263664,50.570481,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-30,"<0,3",,0.69,0.43,0.04
WOJ. PODKARPACKIE,Powiat przemyski,Krasiczyn,Krasiczyn,,Gminy wiejskie,22.6523,49.77585,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-23,"<0,3",,0.59,0.37,0.03
WOJ. PODKARPACKIE,Powiat przemyski,Orły,Orły,,Gminy wiejskie,22.811625,49.873944,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-05,1.46,0.9,1.92,1.19,0.11
WOJ. PODKARPACKIE,Powiat przemyski,Żurawica,Bolestraszyce,,Gminy wiejskie,22.851669,49.813986,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-05,0.68,0.42,0.75,0.47,0.04
WOJ. PODKARPACKIE,Powiat przeworski,Gać,Gać,,Gminy wiejskie,22.359167,50.026675,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-06,"<0,3",,0.81,0.5,0.05
WOJ. PODKARPACKIE,Powiat przeworski,Tryńcza,Wólka Małkowa,,Gminy wiejskie,22.539889,50.138489,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,0.67,0.42,0.92,0.57,0.05
WOJ. PODKARPACKIE,Powiat rzeszowski,Hyżne,Dylągówka,,Gminy wiejskie,22.226036,49.896822,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-12,1,0.62,1.2,0.74,0.07
WOJ. PODKARPACKIE,Powiat rzeszowski,Lubenia,Sołonka,,Gminy wiejskie,21.932306,49.891453,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-18,0.65,0.4,0.96,0.47,0.04
WOJ. PODKARPACKIE,Powiat sanocki,Tyrawa Wołoska,Tyrawa Wołoska,,Gminy wiejskie,22.368542,49.576192,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-11,"<0,3",,,,
WOJ. PODKARPACKIE,Powiat sanocki,Zarszyn,Nowosielce,,Gminy wiejskie,22.066008,49.569161,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-13,"<0,3",,0.74,0.46,0.04
WOJ. PODKARPACKIE,Powiat stalowowolski,Zaleszany,Zaleszany,,Gminy wiejskie,21.915017,50.638875,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-30,1.59,0.99,2.46,1.52,0.14
WOJ. PODKARPACKIE,Powiat strzyżowski,Niebylec,Jawornik Niebylecki,,Gminy wiejskie,21.8896,49.846222,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-18,"<0,3",,0.74,0.58,0.05
WOJ. PODKARPACKIE,Powiat tarnobrzeski,Grębów,Jamnica,,Gminy wiejskie,21.925967,50.575931,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-20,"<0,3",,0.66,0.41,0.04
WOJ. PODKARPACKIE,Powiat leski,Cisna,Wetlina,,Gminy wiejskie,22.472497,49.15185,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-13,0.75,0.47,0.95,0.59,0.05
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,ul. Lipowa 20,Miasta powyżej 200000 mieszkańców,23.149536,53.133919,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-17,1.6,0.8,2,1,0.11
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,ul. Bema 91,Miasta powyżej 200000 mieszkańców,23.138931,53.121075,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-17,1.5,0.8,1.8,0.9,0.1
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,"ul. Marii Konopnickiej 1, (Przedszkole nr 23)",Miasta powyżej 200000 mieszkańców,23.174458,53.124478,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-25,"<0,8",,0.8,0.4,0.04
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,Fabryczna 27,Miasta powyżej 200000 mieszkańców,23.165478,53.138625,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-25,"<0,8",,,,
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,róg ulic M. Skłodowskiej-Curie i Z. Krasińskiego,Miasta powyżej 200000 mieszkańców,23.162236,53.125872,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-17,"<0,8",,1.3,0.6,0.07
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,"Różana 19, (Przedszkole Samorządowe nr 76)",Miasta powyżej 200000 mieszkańców,23.101075,53.1228,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok,Antoniuk Fabryczny 5/7,Miasta powyżej 200000 mieszkańców,23.125897,53.145939,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-17,1.7,0.8,2.5,1.2,0.13
WOJ. PODLASKIE,Powiat augustowski,Augustów,Augustów  ,"Mickiewicza 1, (Szkoła Podstawowa nr 3)",Miasta w przedziale od 20000 do 50000 mieszkańców,22.979253,53.840028,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-04,0.8,0.4,1.2,0.6,0.06
WOJ. PODLASKIE,Powiat augustowski,Augustów,Augustów  ,"Tartaczna 21, Szkoła Podstawowa nr 6",Miasta w przedziale od 20000 do 50000 mieszkańców,23.032653,53.853886,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-04,"<0,8",,,,
WOJ. PODLASKIE,Powiat bielski,Bielsk Podlaski,Bielsk Podlaski  ,Park Królowej Heleny,Miasta w przedziale od 20000 do 50000 mieszkańców,23.192814,52.767325,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-25,0.8,0.4,1.1,0.5,0.06
WOJ. PODLASKIE,Powiat bielski,Bielsk Podlaski,Bielsk Podlaski  ,Jarosława Dąbrowskiego 3,Miasta w przedziale od 20000 do 50000 mieszkańców,23.19205,52.773506,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-25,0.8,0.4,1.1,0.5,0.06
WOJ. PODLASKIE,Powiat grajewski,Grajewo,Grajewo  ,Konstytucji 3 Maja 34 (parking szpitalny),Miasta w przedziale od 20000 do 50000 mieszkańców,22.470914,53.645878,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,"<0,8",,1.1,0.5,0.06
WOJ. PODLASKIE,Powiat grajewski,Grajewo,Grajewo  ,"Ełcka 31, ( Przedszkole Miejskie nr 4)",Miasta w przedziale od 20000 do 50000 mieszkańców,22.456678,53.650783,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,"<0,8",,,,
WOJ. PODLASKIE,Powiat sokólski,Sokółka,Sokółka  ,"Szkolna 2, (Szkoła Podstawowa  nr 2)",Miasta w przedziale od 20000 do 50000 mieszkańców,23.493061,53.402689,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-03,"<0,8",,0.8,0.4,0.04
WOJ. PODLASKIE,Powiat sokólski,Sokółka,Sokółka  ,"Gen. W. Wróblewskiego 18, (Przedszkole nr 5 )",Miasta w przedziale od 20000 do 50000 mieszkańców,23.499778,53.408389,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-03,"<0,8",,,,
WOJ. PODLASKIE,Powiat białostocki,Zabłudów,Zabłudów  ,Polna 7,Miasta poniżej 20000 mieszkańców,23.329589,53.012372,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-19,"<0,8",,,,
WOJ. PODLASKIE,Powiat białostocki,Choroszcz,Choroszcz  ,Powstania Styczniowego 26A,Miasta poniżej 20000 mieszkańców,22.987594,53.148414,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-21,1.3,0.6,1.6,0.8,0.09
WOJ. PODLASKIE,Powiat białostocki,Czarna Białostocka,Czarna Białostocka ,Sienkiewicza 7,Miasta poniżej 20000 mieszkańców,23.285608,53.298186,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-03,1.1,0.6,1.6,0.8,0.09
WOJ. PODLASKIE,Powiat białostocki,Supraśl,Supraśl  ,3-go Maja 2,Miasta poniżej 20000 mieszkańców,23.342994,53.206589,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-19,1,0.5,1.3,0.6,0.07
WOJ. PODLASKIE,Powiat białostocki,Tykocin,Tykocin,Kochanowskieo,Miasta poniżej 20000 mieszkańców,22.778747,53.205939,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,"<0,8",,,,
WOJ. PODLASKIE,Powiat hajnowski,Kleszczele,Kleszczele  ,Plac Parkowy 4,Miasta poniżej 20000 mieszkańców,23.325492,52.573378,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,8",,,,
WOJ. PODLASKIE,Powiat kolneński,Kolno,Kolno  ,Wojska Polskiego 65A (parking przy przedszkolu),Miasta poniżej 20000 mieszkańców,21.925108,53.410442,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-05,"<0,8",,,,
WOJ. PODLASKIE,Powiat łomżyński,Jedwabne,Jedwabne  ,Jana Pawła II 12,Miasta poniżej 20000 mieszkańców,22.303003,53.286275,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-05,"<0,8",,,,
WOJ. PODLASKIE,Powiat moniecki,Mońki,Mońki  ,Aleja Niepodległości 16 (parking naprzeciwko szpitala),Miasta poniżej 20000 mieszkańców,22.804772,53.406247,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-04,1.6,0.8,2,1,0.11
WOJ. PODLASKIE,Powiat siemiatycki,Siemiatycze,Siemiatycze  ,Ogrodowa 6 ,Miasta poniżej 20000 mieszkańców,22.858967,52.425003,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,8",,,,
WOJ. PODLASKIE,Powiat sokólski,Suchowola,Suchowola  ,3-go Maja 25,Miasta poniżej 20000 mieszkańców,23.112583,53.577058,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-24,"<0,8",,,,
WOJ. PODLASKIE,Powiat wysokomazowiecki,Wysokie Mazowieckie,Wysokie Mazowieckie  ,"Szpitalna 5, (Szpital Ogólny)",Miasta poniżej 20000 mieszkańców,22.521556,52.915522,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat wysokomazowiecki,Ciechanowiec,Ciechanowiec  ,"Adama Mickiewicza 29a, (Przedszkole w Ciechanowcu)",Miasta poniżej 20000 mieszkańców,22.502058,52.677058,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat augustowski,Płaska,Płaska ,Płaska 90a,Gminy wiejskie,23.243428,53.902222,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-04,"<0,8",,,,
WOJ. PODLASKIE,Powiat białostocki,Gródek,Gródek,Chodkiewiczów 4,Gminy wiejskie,23.668989,53.095078,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat białostocki,Zawady,Zawady,Akacjowa 24,Gminy wiejskie,22.662819,53.156167,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,"<0,8",,,,
WOJ. PODLASKIE,Powiat bielski,Boćki,Boćki  ,Dubieńska 4,Gminy wiejskie,23.043997,52.64995,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,8",,,,
WOJ. PODLASKIE,Powiat bielski,Wyszki,Wyszki  ,Usługowa 3,Gminy wiejskie,22.985583,52.841231,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-25,"<0,8",,,,
WOJ. PODLASKIE,Powiat grajewski,Radziłów,Radziłów,Szkolna 2,Gminy wiejskie,22.420814,53.411314,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,"<0,8",,0.8,0.4,0.04
WOJ. PODLASKIE,Powiat hajnowski,Dubicze Cerkiewne,Dubicze Cerkiewne  ,Główna 28,Gminy wiejskie,23.440853,52.6502,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,8",,,,
WOJ. PODLASKIE,Powiat hajnowski,Czeremcha,Czeremcha  ,Fabryczna 30,Gminy wiejskie,23.344808,52.505297,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,8",,1.2,0.6,0.06
WOJ. PODLASKIE,Powiat kolneński,Kolno,Lachowo,Lachowo 110,Gminy wiejskie,22.020408,53.468511,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-05,"<0,8",,,,
WOJ. PODLASKIE,Powiat łomżyński,Zbójna,Zbójna  ,Łomżyńska 35,Gminy wiejskie,21.790531,53.242503,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-18,"<0,8",,,,
WOJ. PODLASKIE,Powiat łomżyński,Piątnica,Piątnica  ,Czarnocka 19 ,Gminy wiejskie,22.095178,53.195292,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-05,"<0,8",,0.8,0.4,0.04
WOJ. PODLASKIE,Powiat moniecki,Jaświły,Jaświły ,Jaświły 14,Gminy wiejskie,22.955033,53.475128,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-04,"<0,8",,,,
WOJ. PODLASKIE,Powiat sejneński,Sejny,Krasnopol  ,róg ulic 1 Maja i Lipowej,Gminy wiejskie,23.203786,54.116369,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-03,"<0,8",,,,
WOJ. PODLASKIE,Powiat siemiatycki,Dziadkowice,Dziadkowice ,Dziadkowice 107,Gminy wiejskie,22.917753,52.565533,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,8",,0.8,0.4,0.04
WOJ. PODLASKIE,Powiat siemiatycki,Siemiatycze,Wiercień Duży,Wiercień Duży 9,Gminy wiejskie,22.878056,52.498506,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,8",,,,
WOJ. PODLASKIE,Powiat sokólski,Nowy Dwór,Nowy Dwór  ,róg ulic Kolejowej i Wesołej,Gminy wiejskie,23.545356,53.631972,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-24,"<0,8",,,,
WOJ. PODLASKIE,Powiat suwalski,Filipów,Filipów,Wółczańska 3,Gminy wiejskie,22.620561,54.181553,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat suwalski,Rutka-Tartak,Rutka-Tartak ,Szkolna 19,Gminy wiejskie,22.971261,54.326331,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-03,"<0,8",,,,
WOJ. PODLASKIE,Powiat wysokomazowiecki,Nowe Piekuty,Nowe Piekuty ,Główna 7,Gminy wiejskie,22.706303,52.85545,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-21,"<0,8",,,,
WOJ. PODLASKIE,Powiat zambrowski,Rutki,Rutki ,11 Listopada 7A,Gminy wiejskie,22.442164,53.087517,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,"<0,8",,,,
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk,Zbytki,Miasta powyżej 200000 mieszkańców,18.649339,54.348061,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-07,3.73,1.87,4.39,2.2,0.24
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk,Kartuska,Miasta powyżej 200000 mieszkańców,18.619281,54.348539,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-24,"<0,8",,,,
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk,Długi Targ,Miasta powyżej 200000 mieszkańców,18.6553,54.348011,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-07,0.99,0.5,1.11,0.56,0.06
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk,al. Grunwaldzka 79,Miasta powyżej 200000 mieszkańców,18.60885,54.377789,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-07,2.63,1.31,3.02,1.51,0.16
WOJ. POMORSKIE,Powiat m. Gdańsk,M. Gdańsk,Gdańsk,Marsa,Miasta powyżej 200000 mieszkańców,18.48065,54.420319,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-28,"<0,8",,1.02,0.51,0.05
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia,Nauczycielska,Miasta powyżej 200000 mieszkańców,18.505381,54.499661,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,1.1,0.55,1.35,0.67,0.07
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia,Błękitna,Miasta powyżej 200000 mieszkańców,18.533889,54.551989,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-06,"<0,8",,0.92,0.46,0.05
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia,Park Rady Europy,Miasta powyżej 200000 mieszkańców,18.546181,54.518011,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,"<0,8",,,,
WOJ. POMORSKIE,Powiat m. Gdynia,M. Gdynia,Gdynia,Kilińskiego,Miasta powyżej 200000 mieszkańców,18.540231,54.513611,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,3.44,1.72,4.45,2.22,0.24
WOJ. POMORSKIE,Powiat tczewski,Tczew,Tczew,Gdańska,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,18.7838,54.09795,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-28,2.15,1.08,2.48,1.24,0.13
WOJ. POMORSKIE,Powiat tczewski,Tczew,Tczew,Grunwaldzka,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,18.784231,54.08875,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-28,1.78,0.89,2.13,1.06,0.11
WOJ. POMORSKIE,Powiat tczewski,Tczew,Tczew,Czyżykowska,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,18.800669,54.077761,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-28,"<0,8",,1.07,0.53,0.06
WOJ. POMORSKIE,Powiat wejherowski,Rumia,Rumia,Nagietkowa,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,18.394206,54.588975,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-06,2.63,1.32,3.08,1.54,0.17
WOJ. POMORSKIE,Powiat m. Słupsk,M. Słupsk,Słupsk,rondo Solidarności,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.0272,54.467311,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-10,"<0,8",,0.89,0.44,0.05
WOJ. POMORSKIE,Powiat bytowski,Bytów,Bytów,Park Jordanowski,Miasta w przedziale od 20000 do 50000 mieszkańców,17.495189,54.169989,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-12,2.07,1.04,2.53,1.26,0.14
WOJ. POMORSKIE,Powiat bytowski,Bytów,Bytów,Gdańska,Miasta w przedziale od 20000 do 50000 mieszkańców,17.502481,54.181639,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-13,1.36,0.68,1.62,0.81,0.09
WOJ. POMORSKIE,Powiat chojnicki,Czersk,Czersk,DW237,Miasta w przedziale od 20000 do 50000 mieszkańców,17.979161,53.793731,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-14,"<0,8",,0.91,0.46,0.05
WOJ. POMORSKIE,Powiat chojnicki,Czersk,Czersk,Dworcowa 8,Miasta w przedziale od 20000 do 50000 mieszkańców,17.972261,53.797319,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-14,"<0,8",,,,
WOJ. POMORSKIE,Powiat chojnicki,Chojnice,Chojnice,Ceynowy,Miasta w przedziale od 20000 do 50000 mieszkańców,17.569231,53.704211,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-09,"<0,8",,0.89,0.45,0.05
WOJ. POMORSKIE,Powiat chojnicki,Chojnice,Chojnice,Nowe Miasto,Miasta w przedziale od 20000 do 50000 mieszkańców,17.563431,53.6958,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-12,0.93,0.47,1.09,0.55,0.06
WOJ. POMORSKIE,Powiat gdański,Pruszcz Gdański,Pruszcz Gdański,Żwirki i Wigury,Miasta w przedziale od 20000 do 50000 mieszkańców,18.654761,54.258881,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-08,1.29,0.65,1.56,0.78,0.08
WOJ. POMORSKIE,Powiat gdański,Pruszcz Gdański,Pruszcz Gdański,Wróblewskiego,Miasta w przedziale od 20000 do 50000 mieszkańców,18.632239,54.26465,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-08,"<0,8",,,,
WOJ. POMORSKIE,Powiat kartuski,Kartuzy,Kartuzy,rondo Kartuzów,Miasta w przedziale od 20000 do 50000 mieszkańców,18.201461,54.331411,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-02,"<0,8",,,,
WOJ. POMORSKIE,Powiat kartuski,Kartuzy,Kartuzy,Ceynowy 5,Miasta w przedziale od 20000 do 50000 mieszkańców,18.198339,54.33595,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-02,3.41,1.71,3.72,1.89,0.2
WOJ. POMORSKIE,Powiat kościerski,Kościerzyna,Kościerzyna,Klasztorna,Miasta w przedziale od 20000 do 50000 mieszkańców,17.975669,54.11905,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-09,1.18,0.59,1.49,0.75,0.08
WOJ. POMORSKIE,Powiat kościerski,Kościerzyna,Kościerzyna,Kartuska,Miasta w przedziale od 20000 do 50000 mieszkańców,17.979189,54.127261,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-09,"<0,8",,,,
WOJ. POMORSKIE,Powiat wejherowski,Wejherowo,Wejherowo,Spacerowa,Miasta w przedziale od 20000 do 50000 mieszkańców,18.223461,54.603939,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-10,"<0,8",,,,
WOJ. POMORSKIE,Powiat wejherowski,Wejherowo,Wejherowo,Kaszubska,Miasta w przedziale od 20000 do 50000 mieszkańców,18.258219,54.605311,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-10,1.15,0.58,1.48,0.74,0.08
WOJ. POMORSKIE,Powiat bytowski,Miastko,Miastko,Konstytucji 3 Maja,Miasta poniżej 20000 mieszkańców,16.9832,54.002661,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-29,"<0,8",,0.84,0.42,0.04
WOJ. POMORSKIE,Powiat chojnicki,Brusy,Brusy,Kościelna/ Szkolna,Miasta poniżej 20000 mieszkańców,17.714869,53.887131,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-09,"<0,8",,,,
WOJ. POMORSKIE,Powiat człuchowski,Człuchów,Człuchów,Średnia 4b,Miasta poniżej 20000 mieszkańców,17.354169,53.666739,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-27,"<0,8",,,,
WOJ. POMORSKIE,Powiat człuchowski,Czarne,Czarne,Parkowa/ Moniuszki,Miasta poniżej 20000 mieszkańców,16.939219,53.681481,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-07,"<0,8",,,,
WOJ. POMORSKIE,Powiat człuchowski,Debrzno,Debrzno,Królewska,Miasta poniżej 20000 mieszkańców,17.233789,53.541981,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-07,"<0,8",,,,
WOJ. POMORSKIE,Powiat kwidzyński,Prabuty,Prabuty,Warszawska,Miasta poniżej 20000 mieszkańców,19.199639,53.756289,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-10,"<0,8",,,,
WOJ. POMORSKIE,Powiat lęborski,Łeba,Łeba,Tysiąclecia,Miasta poniżej 20000 mieszkańców,17.558339,54.761031,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-26,"<0,8",,,,
WOJ. POMORSKIE,Powiat malborski,Nowy Staw,Nowy Staw,Mickiewicza,Miasta poniżej 20000 mieszkańców,19.001881,54.134039,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-11,"<0,8",,,,
WOJ. POMORSKIE,Powiat nowodworski,Nowy Dwór Gdański,Nowy Dwór Gdański,Mickiewicza,Miasta poniżej 20000 mieszkańców,19.122119,54.214119,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-11,1.24,0.62,1.52,0.76,0.08
WOJ. POMORSKIE,Powiat nowodworski,Krynica Morska,Krynica Morska,Port,Miasta poniżej 20000 mieszkańców,19.445989,54.379061,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-18,"<0,8",,,,
WOJ. POMORSKIE,Powiat pucki,Hel,Hel,Wiejska,Miasta poniżej 20000 mieszkańców,18.801489,54.607481,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-22,"<0,8",,,,
WOJ. POMORSKIE,Powiat słupski,Ustka,Ustka,DW203,Miasta poniżej 20000 mieszkańców,16.851681,54.572831,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-10,0.92,0.45,1.4,0.7,0.07
WOJ. POMORSKIE,Powiat bytowski,Borzytuchom,Borzytuchom,Szkolna,Gminy wiejskie,17.376919,54.202011,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-29,"<0,8",,,,
WOJ. POMORSKIE,Powiat chojnicki,Chojnice,Topole,Człuchowska,Gminy wiejskie,17.525622,53.692819,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-12,"<0,8",,0.81,0.4,0.04
WOJ. POMORSKIE,Powiat człuchowski,Człuchów,Stołczno,DK25,Gminy wiejskie,17.260589,53.708519,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-20,"<0,8",,1.02,0.51,0.05
WOJ. POMORSKIE,Powiat gdański,Cedry Wielkie,Cedry Wielkie,Pionierów Żuław,Gminy wiejskie,18.846469,54.245903,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-18,1.01,0.5,1.34,0.67,0.07
WOJ. POMORSKIE,Powiat kartuski,Chmielno,Chmielno,Przedszkolna,Gminy wiejskie,18.099619,54.326167,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-14,1.08,0.55,1.52,0.76,0.08
WOJ. POMORSKIE,Powiat kościerski,Dziemiany,Dziemiany,Wyzwolenia,Gminy wiejskie,17.7708,54.007039,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-05,1.47,0.74,1.74,0.87,0.09
WOJ. POMORSKIE,Powiat kościerski,Kościerzyna,Łubiana,Osiedlowa,Gminy wiejskie,17.873444,54.117786,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-05,"<0,8",,,,
WOJ. POMORSKIE,Powiat kościerski,Liniewo,Liniewo,Dworcowa,Gminy wiejskie,18.231742,54.0798,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-28,"<0,8",,,,
WOJ. POMORSKIE,Powiat kwidzyński,Kwidzyn,Brachlewo,Leśna,Gminy wiejskie,18.975161,53.8032,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-10,"<0,8",,,,
